px py yaw vaim_x vaim_y vset_x vset_y min_dist
1.28446 -1.51077 0.416576 1.23757 0.329367 0.411364 -0.11716 0.274119
1.30754 -1.50779 0.451742 1.23212 0.341556 0.411364 -0.11716 0.274119
1.3296 -1.50455 0.48771 1.23575 0.32818 0.406145 -0.153719 0.262491
1.352 -1.50166 0.523846 1.21725 0.294384 0.421886 -0.212931 0.253236
1.37643 -1.49963 0.556069 1.2327 0.31206 0.421886 -0.212931 0.253236
1.40107 -1.49742 0.590182 1.2363 0.297467 0.430918 -0.259988 0.244914
1.42669 -1.49563 0.625098 1.21142 0.233837 0.425823 -0.266829 0.238414
1.45242 -1.49405 0.65653 1.21142 0.233837 0.425823 -0.266829 0.238414
1.47922 -1.49165 0.689411 1.33551 0.301665 0.459515 -0.252018 0.238849
1.50569 -1.48773 0.726126 1.33522 0.302931 0.487201 -0.1873 0.243156
1.53256 -1.47998 0.76262 1.34041 0.293496 0.487201 -0.1873 0.243156
1.55807 -1.47015 0.79793 1.33825 0.303216 0.452652 -0.115113 0.249531
1.58157 -1.45826 0.835211 1.33498 0.317304 0.380389 -0.00113503 0.256947
1.59831 -1.44397 0.872959 1.33679 0.296254 0.380389 -0.00113503 0.256947
1.61125 -1.43036 0.904664 1.33306 0.3126 0.351979 0.0638665 0.255578
1.6227 -1.41432 0.9451 1.37186 0.294577 0.370038 0.0684043 0.252184
1.63274 -1.39733 0.985836 1.37186 0.294577 0.370038 0.0684043 0.252184
1.64202 -1.37999 1.01592 1.36865 0.260079 0.288012 0.0876188 0.248821
1.64983 -1.3632 1.04111 1.37037 0.250819 0.31645 0.0940812 0.244252
1.65578 -1.34793 1.07141 1.37037 0.250819 0.31645 0.0940812 0.244252
1.66128 -1.33158 1.10329 1.394 0.221469 0.373541 0.0838968 0.240008
1.66664 -1.314 1.13096 1.39557 0.211353 0.407357 0.0779434 0.237562
1.67379 -1.29426 1.15329 1.38658 0.188306 0.407357 0.0779434 0.237562
1.68126 -1.27415 1.16684 1.38817 0.176176 0.445897 0.0661728 0.23813
1.68794 -1.25252 1.19151 1.38561 0.162368 0.419405 0.0774491 0.241263
1.69487 -1.22995 1.21036 1.38561 0.162368 0.419405 0.0774491 0.241263
1.7004 -1.20758 1.22604 1.39152 0.169332 0.393399 0.0904955 0.248899
1.70523 -1.18606 1.24315 1.36166 0.183388 0.38737 0.103862 0.251933
1.70844 -1.16544 1.2578 1.36166 0.183388 0.38737 0.103862 0.251933
1.71107 -1.1453 1.27338 1.39798 0.199684 0.383121 0.110362 0.256708
1.71323 -1.12499 1.29653 1.39923 0.190749 0.399145 0.106313 0.258602
1.71528 -1.10384 1.30944 1.38334 0.182896 0.399145 0.106313 0.258602
1.7168 -1.0825 1.32263 1.3837 0.18016 0.372282 0.111984 0.260645
1.71804 -1.06194 1.33457 1.38452 0.17379 0.382109 0.111728 0.259622
1.71871 -1.0433 1.34558 1.36728 0.163206 0.382109 0.111728 0.259622
1.71933 -1.02097 1.35742 1.36951 0.143331 0.433054 0.0695441 0.258319
1.72092 -0.999376 1.3703 1.34612 0.123565 0.444034 0.0585606 0.258161
1.72373 -0.976344 1.38032 1.34612 0.123565 0.444034 0.0585606 0.258541
1.72741 -0.952821 1.3945 1.29918 0.0936497 0.439887 0.0492461 0.258541
1.73034 -0.929429 1.39953 1.29953 0.08866 0.40145 0.0646329 0.260487
1.73252 -0.907415 1.40735 1.34361 0.0889941 0.40145 0.0646329 0.261881
1.73411 -0.886464 1.41631 1.34205 0.110025 0.354033 0.0912821 0.261881
1.73421 -0.866846 1.42179 1.34083 0.124033 0.340174 0.100481 0.261949
1.73355 -0.848461 1.42932 1.34455 0.118842 0.3411 0.0963264 0.260273
1.7325 -0.830496 1.43384 1.34455 0.118842 0.3411 0.0963264 0.260273
1.73144 -0.812697 1.44083 1.3332 0.112315 0.31188 0.107793 0.251702
1.73028 -0.794909 1.44596 1.33526 0.0844435 0.32948 0.0829479 0.24489
1.72906 -0.778022 1.44693 1.35641 0.0837982 0.32948 0.0829479 0.24489
1.72808 -0.760449 1.45443 1.35766 0.0602341 0.349418 0.068636 0.241774
1.72763 -0.742519 1.45699 1.35872 0.0270278 0.344787 0.0571033 0.239751
1.72742 -0.724226 1.45837 1.35872 0.0270278 0.344787 0.0571033 0.239751
1.72774 -0.706035 1.45893 1.35895 -0.0107769 0.375919 0.0224144 0.240456
1.72905 -0.687199 1.46412 1.34353 -0.0386475 0.41779 0.00103681 0.246122
1.73221 -0.666874 1.4703 1.34353 -0.0386475 0.41779 0.00103681 0.246122
1.73527 -0.645191 1.47198 1.36473 -0.0676235 0.476729 -0.0346064 0.249166
1.73951 -0.621806 1.46905 1.364 -0.0810803 0.502738 -0.0669246 0.252312
1.74542 -0.596308 1.474 1.364 -0.0810803 0.502738 -0.0669246 0.252312
1.75224 -0.570369 1.47578 1.33246 -0.10768 0.464859 -0.126169 0.255623
1.76052 -0.546282 1.47647 1.33139 -0.120238 0.446624 -0.20473 0.263552
1.77146 -0.523963 1.48157 1.3419 -0.110922 0.446624 -0.20473 0.274622
1.78437 -0.502368 1.48426 1.34169 -0.113473 0.417469 -0.209275 0.274622
1.79736 -0.481454 1.48555 1.34857 -0.0995589 0.409948 -0.201894 0.268826
1.80958 -0.46104 1.49234 1.34857 -0.0995589 0.409948 -0.201894 0.261008
1.82272 -0.441289 1.49497 1.36037 -0.0824693 0.395238 -0.172739 0.261008
1.83403 -0.421315 1.5002 1.36085 -0.0742249 0.374988 -0.133941 0.257219
1.84316 -0.401454 1.50789 1.36148 -0.0614929 0.355953 -0.0992676 0.257534
1.85047 -0.38354 1.51521 1.33941 -0.0554283 0.355953 -0.0992676 0.257534
1.85727 -0.366497 1.51971 1.34026 -0.0282739 0.334182 -0.0652338 0.25691
1.8628 -0.349159 1.51297 1.37638 0.00953441 0.315187 -0.0484818 0.256756
1.8667 -0.331379 1.52851 1.37638 0.00953441 0.315187 -0.0484818 0.256756
1.8708 -0.315884 1.53825 1.35375 0.0205551 0.295345 -0.0332217 0.249999
1.8736 -0.300072 1.5476 1.37586 0.0506368 0.288471 -0.0101207 0.247703
1.87635 -0.285657 1.55501 1.37586 0.0506368 0.288471 -0.0101207 0.247703
1.87809 -0.270873 1.56451 1.35299 0.0459073 0.282786 -0.019463 0.242979
1.88043 -0.256583 1.56851 1.35261 0.0558073 0.259452 -0.0164262 0.23818
1.88132 -0.241408 1.57763 1.36621 0.0609718 0.259452 -0.0164262 0.23818
